ALV-7004 or ALV-7004/FAST Data
Date :	"3/27/2010"
Time :	"3:02:06 PM"
Samplename : 	"BSA 1 g/l in YCl3 83mM (second repetition)"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     295.79627
Viscosity [cp]  :	       0.94015
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      70.00000
Duration [s]    :	        70
Runs            :	         1
Mode            :	"C-CH0/1+1/0"
MeanCR0 [kHz]   :	     125.08574
MeanCR1 [kHz]   :	     143.72583
MeanCR2 [kHz]   :	       0.00000
MeanCR3 [kHz]   :	       0.00000

"Correlation"
  3.12500E-006	  6.34974E-001	  6.22230E-001	 -2.00000E+000	 -2.00000E+000
  6.25000E-006	  6.22348E-001	  6.02835E-001	 -2.00000E+000	 -2.00000E+000
  9.37500E-006	  6.26436E-001	  6.40328E-001	 -2.00000E+000	 -2.00000E+000
  1.25000E-005	  6.28976E-001	  6.39045E-001	 -2.00000E+000	 -2.00000E+000
  1.56250E-005	  6.57790E-001	  6.43889E-001	 -2.00000E+000	 -2.00000E+000
  1.87500E-005	  6.63916E-001	  6.88022E-001	 -2.00000E+000	 -2.00000E+000
  2.18750E-005	  6.46073E-001	  6.67358E-001	 -2.00000E+000	 -2.00000E+000
  2.50000E-005	  6.49389E-001	  6.42383E-001	 -2.00000E+000	 -2.00000E+000
  2.81250E-005	  6.48100E-001	  6.75247E-001	 -2.00000E+000	 -2.00000E+000
  3.12500E-005	  6.72707E-001	  6.71689E-001	 -2.00000E+000	 -2.00000E+000
  3.43750E-005	  6.27071E-001	  6.16361E-001	 -2.00000E+000	 -2.00000E+000
  3.75000E-005	  6.44788E-001	  6.44403E-001	 -2.00000E+000	 -2.00000E+000
  4.06250E-005	  6.42746E-001	  6.35732E-001	 -2.00000E+000	  1.16803E+000
  4.37500E-005	  6.46823E-001	  6.48720E-001	 -2.00000E+000	  1.08994E+000
