ALV-7004 or ALV-7004/FAST Data
Date :	"3/27/2010"
Time :	"10:31:47 AM"
Samplename : 	"BSA 1 g/l in YCl3 8.3mM"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     295.66041
Viscosity [cp]  :	       0.94308
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      30.00000
Duration [s]    :	        70
Runs            :	         1
Mode            :	"C-CH0/1+1/0"
MeanCR0 [kHz]   :	     108.18359
MeanCR1 [kHz]   :	     133.02123
MeanCR2 [kHz]   :	       0.00000
MeanCR3 [kHz]   :	       0.00000

"Correlation"
  3.12500E-006	  3.20626E-001	  3.42756E-001	 -1.00000E+000	 -1.00000E+000
  6.25000E-006	  2.95631E-001	  2.73341E-001	 -1.00000E+000	 -1.00000E+000
  9.37500E-006	  2.98974E-001	  2.97223E-001	 -1.00000E+000	 -1.00000E+000
  1.25000E-005	  3.06457E-001	  2.70794E-001	 -1.00000E+000	 -1.00000E+000
  1.56250E-005	  3.43552E-001	  3.50716E-001	 -1.00000E+000	 -1.00000E+000
  1.87500E-005	  3.20308E-001	  3.01680E-001	 -1.00000E+000	 -1.00000E+000
  2.18750E-005	  3.19671E-001	  2.94994E-001	 -1.00000E+000	 -1.00000E+000
  2.50000E-005	  3.01840E-001	  2.95312E-001	 -1.00000E+000	 -1.00000E+000
  2.81250E-005	  3.11711E-001	  3.16964E-001	 -1.00000E+000	 -1.00000E+000
  3.12500E-005	  3.04228E-001	  2.76526E-001	 -1.00000E+000	 -1.00000E+000
  3.43750E-005	  3.12029E-001	  3.05501E-001	 -1.00000E+000	 -9.99741E-001
  3.75000E-005	  2.84964E-001	  2.53281E-001	 -1.00000E+000	 -1.00000E+000
  4.06250E-005	  3.07094E-001	  3.07412E-001	 -1.00000E+000	  5.18028E-001
  4.37500E-005	  3.26517E-001	  3.03272E-001	 -1.00000E+000	  6.67966E-001
  4.68750E-005	  3.14895E-001	  2.91809E-001	 -1.00000E+000	 -2.46424E-001
  5.00000E-005	  3.11949E-001	  3.00407E-001	 -1.00000E+000	  1.02689E+000
  5.62500E-005	  3.05422E-001	  3.09163E-001	 -1.00000E+000	  5.05080E-001
  6.25000E-005	  3.28666E-001	  3.41801E-001	 -1.00000E+000	  5.24890E-001
  6.87500E-005	  2.92367E-001	  3.16168E-001	 -9.71615E-001	  5.62440E-001
  7.50000E-005	  3.22218E-001	  3.18556E-001	  8.25262E-001	  4.00071E-001
  8.12500E-005	  3.16248E-001	  3.19193E-001	  4.24934E-001	  3.97482E-001
  8.75000E-005	  3.01123E-001	  3.02954E-001	  4.53907E-001	  4.19364E-001
  9.37500E-005	  3.11790E-001	  3.07571E-001	  4.11035E-001	  3.74952E-001
  1.00000E-004	  3.22576E-001	  3.18079E-001	  3.55929E-001	  3.69320E-001
  1.12500E-004	  3.22815E-001	  3.23651E-001	  3.79420E-001	  3.75858E-001
  1.25000E-004	  2.89939E-001	  3.07014E-001	  3.47120E-001	  3.63299E-001
  1.37500E-004	  3.17362E-001	  3.18556E-001	  3.39191E-001	  3.50674E-001
  1.50000E-004	  3.13263E-001	  3.04705E-001	  3.33808E-001	  3.56436E-001
  1.62500E-004	  3.05979E-001	  3.00566E-001	  3.07674E-001	  3.35331E-001
  1.75000E-004	  3.23731E-001	  3.21502E-001	  3.02291E-001	  3.35072E-001
  1.87500E-004	  3.07810E-001	  3.08287E-001	  3.23922E-001	  3.50092E-001
  2.00000E-004	  3.08964E-001	  3.13581E-001	  2.93726E-001	  3.35007E-001
  2.25000E-004	  3.10178E-001	  3.13183E-001	  3.09289E-001	  3.38600E-001
  2.50000E-004	  3.16347E-001	  3.12825E-001	  3.04444E-001	  3.36432E-001
  2.75000E-004	  3.20109E-001	  3.17004E-001	  3.09191E-001	  3.31188E-001
  3.00000E-004	  3.10775E-001	  3.04068E-001	  3.02535E-001	  3.29343E-001
  3.25000E-004	  3.03014E-001	  3.05501E-001	  3.16581E-001	  3.32450E-001
  3.50000E-004	  3.10775E-001	  3.06536E-001	  3.10708E-001	  3.33421E-001
  3.75000E-004	  3.14616E-001	  3.17681E-001	  3.18588E-001	  3.27627E-001
  4.00000E-004	  3.17462E-001	  3.18437E-001	  3.07992E-001	  3.19664E-001
  4.50000E-004	  3.14765E-001	  3.13780E-001	  3.14159E-001	  3.26996E-001
  5.00000E-004	  3.10367E-001	  3.11551E-001	  3.07136E-001	  3.27837E-001
  5.50000E-004	  3.07482E-001	  3.11452E-001	  3.18710E-001	  3.23937E-001
  6.00000E-004	  3.13233E-001	  3.13044E-001	  3.14795E-001	  3.21962E-001
  6.50000E-004	  3.14208E-001	  3.15989E-001	  3.11663E-001	  3.19712E-001
  7.00000E-004	  3.09372E-001	  3.16387E-001	  2.99550E-001	  3.13352E-001
  7.50000E-004	  3.14606E-001	  3.19114E-001	  3.13376E-001	  3.22804E-001
  8.00000E-004	  3.09820E-001	  3.12159E-001	  3.09375E-001	  3.17196E-001
  9.00000E-004	  3.10308E-001	  3.15492E-001	  3.10244E-001	  3.20044E-001
